name,city,shopping_score,user_ratings_total,weighted_rating,popularity_score
VINAYAKA STORES,thiruvananthapuram,0.735,0,4.2187,0.0
Kudajadri Drizzle - Best Wayanad Homestays,wayanad,0.7349,831,4.3306,0.6044
Thiruvananthapuram International Airport,thiruvananthapuram,0.7349,19216,4.2018,0.8866
Konthuruthy River View Park,kochi,0.7348,84,4.222,0.3994
Hindware Brand Store - Grand Tiles Centre,wayanad,0.7347,0,4.2187,0.0
Kurinji Garden,munnar,0.7347,11,4.218,0.2234
Holy Redeemer Latin Church,kozhikode,0.7346,210,4.2549,0.4811
Tea Museum,munnar,0.7345,16038,3.8464,0.8704
VNS Cafe,alappuzha,0.7343,167,4.2172,0.4606
SUPPLYCO DEPOT,munnar,0.7341,11,4.2202,0.2234
V.R STORE,wayanad,0.7341,0,4.2187,0.0
Kurumbalakotta kurishadi,wayanad,0.7339,36,4.2254,0.3246
S FOOT,kozhikode,0.7339,15,4.2185,0.2492
"Chilla Art Cafe,Old Picnic Spot",alappuzha,0.7335,815,4.1264,0.6027
"Local Bar, Alleppey",alappuzha,0.7334,63,4.2364,0.3738
"Domino's Pizza | Vellayambalam, Thiruvananthapuram",thiruvananthapuram,0.7334,2684,4.0361,0.7097
Gallery Twenty Seven,kochi,0.7333,18,4.2221,0.2647
Shore Local Restaurant,alappuzha,0.7332,19,4.226,0.2693
Thamarakulam Park,kochi,0.7331,207,4.1794,0.4798
Associated Travels,kozhikode,0.7329,140,4.2371,0.4448
Just Watches,thrissur,0.7329,44,4.2097,0.3422
Mocha Art Café,kochi,0.7328,1726,4.349,0.6701
View point udayathumvathil,kochi,0.7328,63,4.2334,0.3738
Baby Beach,kannur,0.7327,2110,4.2604,0.6881
Nova Holidays Cottage,alappuzha,0.7327,41,4.2163,0.336
kannur ocean green home stay,kannur,0.7326,270,4.264,0.5036
Vegetable stores,kochi,0.7325,1,4.2191,0.0623
Surya Night Shop,munnar,0.7325,81,4.2024,0.3961
Sobha Jade,thrissur,0.7324,670,4.2391,0.5851
Puzhayoram Fast Food,thrissur,0.7321,184,4.2087,0.4693
Cafe Arabia,munnar,0.7321,164,4.2021,0.459
100 കുഞ്ഞുമോൻ Hotel,alappuzha,0.732,11,4.2202,0.2234
Christ,thrissur,0.7319,0,4.2187,0.0
St. Antony's Catholic Church,thrissur,0.7318,354,4.261,0.5278
"Cheriyamkolly , Town",wayanad,0.7318,3,4.2184,0.1246
Instyle Creation,kozhikode,0.7318,297,4.2033,0.5121
Classic Art Gallery,kochi,0.7316,6,4.218,0.1749
Haris Beach Home,kannur,0.7314,1075,4.2821,0.6275
Malu Restaurant,alappuzha,0.7314,5,4.2206,0.1611
Sneharamam,kochi,0.7314,4,4.2172,0.1447
"YMCA, Alappuzha.",alappuzha,0.7314,715,4.1874,0.5909
The Club House Food Court Restaurant,thrissur,0.7313,97,4.2271,0.4121
Winter Heaven Cottage,munnar,0.7311,71,4.2146,0.3844
Satin Sand Beach Resort,kannur,0.7311,33,4.207,0.317
Madurai Vilas Hotel,kozhikode,0.7311,791,4.1,0.6
Milma Milk Booth(kozhikode),kozhikode,0.7309,18,4.2185,0.2647
Unni's restaurant,alappuzha,0.7309,39,4.2164,0.3316
Children's Park Shanghumugham,thiruvananthapuram,0.7305,618,4.1435,0.5778
Misty mountain view point,munnar,0.7303,278,4.253,0.5062
Little Flower Church,thrissur,0.7302,155,4.2245,0.4539
FAB CAFE | icespot,thrissur,0.7301,6,4.221,0.1749
PADUKAM FOOTWEAR,kozhikode,0.73,3,4.2188,0.1246
Chellanam Village,kochi,0.7299,180,4.2254,0.4673
Margin Free Supermarket,thrissur,0.7297,41,4.2123,0.336
Bhatt Road Beach,kozhikode,0.7295,4041,4.2731,0.7465
Nammude Kozhikode,kozhikode,0.7295,183,4.2423,0.4688
Hotel Prakash,thrissur,0.7295,45,4.2161,0.3442
Coolimoola House 🏠,wayanad,0.7294,1,4.2191,0.0623
Achu Tea Shop,kochi,0.7293,1,4.2191,0.0623
XAVIER'S HERITAGE RESORT,kochi,0.7292,758,4.1586,0.5962
KOBA The bubble tea,kozhikode,0.729,18,4.2239,0.2647
Anu Stores,kochi,0.7288,8,4.2158,0.1975
Alleppey Beach Extension,alappuzha,0.7287,43,4.2288,0.3402
"Mini Beach, Fort Vypin",kochi,0.7287,33,4.22,0.317
Indian Coffee House,alappuzha,0.7287,2766,3.9757,0.7124
Abad Copper Castle Resort Munnar,munnar,0.7286,2927,4.267,0.7175
Chirakal Park,kochi,0.7286,16,4.2185,0.2547
A S HALAL(حلال) CHICKEN STORE,alappuzha,0.7284,3,4.2188,0.1246
Achuthamenon memorial park,thrissur,0.7284,71,4.2043,0.3844
Nice Chicken store,alappuzha,0.7283,7,4.2179,0.1869
Ayyanthole Civil line Park,thrissur,0.7282,453,4.1968,0.55
Atlas Inn Tourist Home,kozhikode,0.7282,851,4.0639,0.6065
ROSE OPTICALS -Nalanchira,thiruvananthapuram,0.7281,129,4.26,0.4375
Juan's Hotel,munnar,0.7281,7,4.2193,0.1869
Riviera Residence,alappuzha,0.7279,73,4.2251,0.3869
Kerala Lalithakala Akademi Art Gallery,alappuzha,0.7279,28,4.2143,0.3027
Café Mojo,thiruvananthapuram,0.7279,3016,4.1473,0.7202
Sea Bites Homely Food,alappuzha,0.7278,118,4.2566,0.4296
Meen time (മീൻ ടൈം),thrissur,0.7278,7,4.2214,0.1869
Meet me Kebab and grills,thrissur,0.7278,10,4.2201,0.2155
Focusale Private Limited,kozhikode,0.7276,0,4.2187,0.0
COPT Avenue Walkway,kochi,0.7274,1946,4.3081,0.6808
MALLU CAFE,alappuzha,0.7274,0,4.2187,0.0
ChristVille Homestay,kochi,0.7272,282,4.2534,0.5075
Koyavalappu Juma Masjid (MASJID SSUHADA'),kozhikode,0.7272,49,4.2135,0.3517
S N J Food Corner,kochi,0.7271,21,4.2185,0.2779
Hilwana Bakery & Restaurant,alappuzha,0.727,36,4.2113,0.3246
Indian Coffee House,kozhikode,0.7269,536,4.1302,0.5651
Hanveev.,kannur,0.726,34,4.215,0.3196
Aryvi View Point,kochi,0.7259,45,4.2227,0.3442
SQ ARTZ,kozhikode,0.7258,28,4.2295,0.3027
Alice Gold,thrissur,0.7258,15,4.2163,0.2492
PVS Mango Bakers Koorkanchery | കൂർക്കഞ്ചേരി,thrissur,0.7258,658,4.2141,0.5835
Shasthri nagar park,kozhikode,0.7255,19,4.2185,0.2693
"Taste Of India, Kuttanadan Restaurant",alappuzha,0.7255,269,4.2165,0.5032
Krishna Holiday Village,thrissur,0.7255,234,4.1853,0.4908
Adams Old Inn,kochi,0.7254,9,4.2173,0.207
Padashekharam Walkway,kochi,0.7253,42,4.2162,0.3381
Kiliroor Houseboats,alappuzha,0.7252,1122,4.3917,0.6314
Hydel Park parking ground,munnar,0.7251,144,4.1973,0.4474
samoosa park/ chesspark nazareth,kochi,0.7251,235,4.1957,0.4911
VIENNA THE COLLECTIVE,kozhikode,0.725,62,4.1971,0.3724
Chaayakkada,kozhikode,0.7249,0,4.2187,0.0
Russian House,thiruvananthapuram,0.7248,375,4.2315,0.533
Third Place,kochi,0.7246,4,4.2188,0.1447
Pipeline view point.,munnar,0.7245,1196,4.2865,0.6371
Neeramankara walkway,thiruvananthapuram,0.7245,126,4.2472,0.4354
BLUE WAVES,alappuzha,0.7245,14,4.2241,0.2434
Food Court,alappuzha,0.7244,0,4.2187,0.0
Angadi,thrissur,0.7244,73,4.218,0.3869
Willingdon island Park Walkway,kochi,0.7243,400,4.2489,0.5388
Smart Residency,thrissur,0.7243,730,4.08,0.5928
"Sacred Heart Church, Thottuvathala",alappuzha,0.7242,22,4.2228,0.2819
കുപ്പാടിത്തറ to 8/4,wayanad,0.7242,0,4.2187,0.0
Foreshore Road View Point,kochi,0.7241,36,4.2254,0.3246
"Pizza Hut | Thana Square Mall, Kannur",kannur,0.724,2073,4.311,0.6865
Hotel Marina Residency,kozhikode,0.7238,2407,4.0446,0.6999
Alleppey Backwaters Boating,alappuzha,0.7237,174,4.2412,0.4643
Children's Park,thrissur,0.7237,18,4.2203,0.2647
Boats N Beds - Alleppey Houseboats | Alleppey Boat House | Luxury Premium Houseboats,alappuzha,0.7236,846,4.4509,0.606
Pandhal Cafe & Deli,kochi,0.7235,6552,4.4342,0.7899
Chandra Handicrafts,thiruvananthapuram,0.7233,7,4.22,0.1869
"Ckv,Kothi Street Market",kozhikode,0.7233,14,4.2158,0.2434
LOLLIPOP RESTAURANT & CAFE,munnar,0.7232,165,4.2325,0.4595
Panoramic Sea Resort,alappuzha,0.7232,652,4.0666,0.5826
Indian Coffee House,kozhikode,0.7232,2674,4.0364,0.7094
Rapsy Restaurant,munnar,0.7232,2970,3.9087,0.7188
Classic Regency Restaurant (Rasoi),alappuzha,0.7231,314,4.2433,0.5171
Hotel khazana,kannur,0.7231,37,4.2183,0.327
Saravana Bakers,munnar,0.7227,72,4.2111,0.3857
T M Enterprises,kannur,0.7227,191,4.2083,0.4726
Round The Global Diner,thrissur,0.7224,31849,4.5775,0.9321
Razi Arabia,alappuzha,0.7224,2011,4.0589,0.6838
Pallathuraman Memorial Park,kochi,0.7223,609,4.2143,0.5765
OURZONE STORE,kozhikode,0.7223,20,4.2126,0.2737
Infant Jesus Church,munnar,0.7222,3,4.2173,0.1246
Cloud Five Munnar,munnar,0.7222,54,4.2156,0.3602
Kannur Light House,kannur,0.722,4804,4.3467,0.762
Muppalam Canal Heritage Park,alappuzha,0.722,26,4.2197,0.2963
ANTONY'S HOTEL,alappuzha,0.722,7,4.2179,0.1869
Boby's canvas club,kozhikode,0.7218,94,4.2493,0.4094
Lions Club,thrissur,0.7217,120,4.212,0.4311
SUBHASH HOTEL,alappuzha,0.7216,594,4.2373,0.5743
Cheriyakadavu Beach,kochi,0.7216,74,4.2252,0.3881
Popeye The Snack Bar,kannur,0.7216,3,4.2179,0.1246
MVK Heritage Foods,kannur,0.7215,1269,4.3279,0.6424
Restaurant,wayanad,0.7215,14,4.2172,0.2434
Prasanth Homoeo Medicines,kochi,0.7214,13,4.2199,0.2372
Sethi Da Dhaba,kochi,0.7214,6584,4.2044,0.7904
Periyandavar Tea Shop,munnar,0.7211,34,4.2284,0.3196
KOCHI PARAVAKAL MATTANCHERRY,kochi,0.7211,3,4.2188,0.1246
Avocado Garden Restaurant,alappuzha,0.721,279,4.1674,0.5065
Sreeniyettans kanji kada,thrissur,0.7209,15,4.2215,0.2492
"St. Sebastians Chapel, Kuriachira",thrissur,0.7208,6,4.2201,0.1749
View Point,thrissur,0.7208,5,4.2186,0.1611
Dot Solutions,kochi,0.7208,32,4.2058,0.3143
Jins Marketing,wayanad,0.7205,0,4.2187,0.0
Wakeywakey,alappuzha,0.7204,281,4.2903,0.5072
MAX FRIED CHICKEN,alappuzha,0.7204,21,4.2247,0.2779
Chamakkad Bridge View Point,thrissur,0.7203,32,4.2215,0.3143
Prems Homestay,kochi,0.7202,182,4.2421,0.4683
Burger X,thrissur,0.7202,9,4.2213,0.207
KEPCO CHICKEN. PATTOM,thiruvananthapuram,0.7202,106,4.1976,0.42
PMRA Square,thiruvananthapuram,0.7201,21,4.2164,0.2779
Qissa Café,kochi,0.7201,2334,4.2086,0.6972
"Raja Tea Shop, Alappuzha",alappuzha,0.7198,1126,4.248,0.6317
Taste of Azhickal,alappuzha,0.7198,44,4.2011,0.3422
M Grill - Paragon Group,kozhikode,0.7197,9018,4.3671,0.8186
Viggy's Alleppey,alappuzha,0.7197,62,4.2362,0.3724
Je Sant o Casa,kochi,0.7197,37,4.2292,0.327
S N Park,kannur,0.7197,202,4.217,0.4776
uspizza kannur,kannur,0.7196,114,4.1584,0.4265
Children’s Park ( Puzhakkal Block Panchayat ),thrissur,0.7195,4,4.2198,0.1447
Koopa Bridge View Point,thrissur,0.7194,20,4.2185,0.2737
Marine drive kochi,kochi,0.7193,603,4.2607,0.5756
Oceanic Enterprises,kannur,0.7192,5,4.2206,0.1611
City Flowers,kochi,0.7192,3,4.2149,0.1246
QRS Retail Limited,kozhikode,0.7191,653,4.2141,0.5828
Rochart Art Gallery | Art and Gift Shop in Kozhikode | Gift | Art Classes,kozhikode,0.719,96,4.2407,0.4112
MotherLand Waterfalls,thrissur,0.719,301,4.2032,0.5133
Kundannoor North Mini Park,kochi,0.7189,27,4.2158,0.2995
Kumbalam Thevera View Point,kochi,0.7188,71,4.2249,0.3844
Lal Restaurant,alappuzha,0.7188,23,4.2128,0.2857
Hotel Revis Heights,alappuzha,0.7188,199,4.1717,0.4763
Toddy Parlour & Family Food Court,alappuzha,0.7187,3,4.2139,0.1246
OYO Flagship 5261 Greeshmam Inn,munnar,0.7187,176,4.1848,0.4653
PALAZHI VEG CAFE,alappuzha,0.7186,6,4.2189,0.1749
Himadri Retreat - Best Wayanad Homestay,wayanad,0.7185,1022,4.3138,0.623
BREEZE RESTAURANT,thiruvananthapuram,0.7185,1,4.2181,0.0623
Hotel Limras,wayanad,0.7185,33,4.2168,0.317
iNJi Restaurant,alappuzha,0.7184,54,4.234,0.3602
World In The Pot - Ramada Alleppey,alappuzha,0.7184,68,4.2148,0.3806
Pachoos Food Court,kannur,0.7184,167,4.1787,0.4606
SANGAM FOOD HUB,thrissur,0.7183,34,4.2301,0.3196
Diamond Park,kochi,0.7183,183,4.1836,0.4688
Shajis chicken store,alappuzha,0.7182,0,4.2187,0.0
Kannur Light House Museum,kannur,0.7182,43,4.2183,0.3402
Santhom colony park,kochi,0.718,22,4.2185,0.2819
Aroma Classic Days,thiruvananthapuram,0.718,483,4.0983,0.5557
St Sebastian's Church,kochi,0.7179,219,4.2464,0.4848
Government Guest House,kannur,0.7178,489,4.2347,0.5568
Ming Palace,thrissur,0.7176,2970,4.0282,0.7188
Sara'z food court,alappuzha,0.7174,0,4.2187,0.0
St.Paul's Roman Catholic Church,alappuzha,0.7171,31,4.2199,0.3115
Start Right,kozhikode,0.7171,51,4.2182,0.3552
City Corner Food Court,kannur,0.7171,7,4.2176,0.1869
The Reading Room Trivandrum,thiruvananthapuram,0.717,58,4.2351,0.3665
Ambalathil Hall,thiruvananthapuram,0.717,99,4.1848,0.414
Capital Tower,thrissur,0.717,347,4.142,0.5261
"Achayan's Hub, FFC, PALLIYAMOOLA",kannur,0.7167,12,4.2227,0.2306
Vijay Park,alappuzha,0.7167,922,4.055,0.6137
"St. Antony's Syro-Malabar Church, Paroppady",kozhikode,0.7166,480,4.2538,0.5552
Santa Maria Church Perumpadappu,kochi,0.7166,81,4.2374,0.3961
SP Gallery,thiruvananthapuram,0.7165,9,4.2208,0.207
Indian Coffee House Attukal,thiruvananthapuram,0.7165,175,4.1689,0.4648
Fort Kochi Wings,kochi,0.7164,53,4.2234,0.3586
Boat Club Park,thiruvananthapuram,0.7163,130,4.187,0.4382
GURUS Restaurant AND ARABIC,munnar,0.7162,13,4.2199,0.2372
Con Classic,kozhikode,0.7161,16,4.2185,0.2547
Eden Fresh,wayanad,0.7159,0,4.2187,0.0
മുണ്ടോപ്പാടം,thrissur,0.7158,3,4.2199,0.1246
Mahatma Gandhi Park,thrissur,0.7157,33,4.2184,0.317
B.S. Restaurant,thrissur,0.7157,4,4.2172,0.1447
കാപ്പി വില്ലേജ് ഹോട്ടൽ,wayanad,0.7156,2,4.218,0.0988
Seasons Exhibition,kochi,0.7155,13,4.2218,0.2372
Girianu View Point,munnar,0.7155,10,4.2206,0.2155
"St Sebastian Church, Vadackal",alappuzha,0.7155,2,4.2185,0.0988
Milma Booth,kozhikode,0.7154,16,4.2217,0.2547
Hotel Copper Folia,kozhikode,0.7154,3655,4.142,0.7375
Thozhilali Nadan Hotel,wayanad,0.7152,30,4.2081,0.3087
Travel Gallery,kozhikode,0.7151,1,4.2191,0.0623
Karthika Bakery,alappuzha,0.7151,1,4.2181,0.0623
Gandhi Park,kozhikode,0.7151,282,4.1669,0.5075
MERINA MACHINE HOUSE,wayanad,0.715,2,4.2195,0.0988
V K KRISHNA MENON SMRITHI VANAM,kozhikode,0.715,21,4.2185,0.2779
PHS Burger World,thrissur,0.715,602,4.1912,0.5755
Kanary Restaurant,thrissur,0.7149,293,4.2035,0.5109
Hazrath Hotel,munnar,0.7148,525,4.1316,0.5632
St. Thomas Orthodox Syrian Church,alappuzha,0.7147,72,4.2146,0.3857
"Domino's Pizza | Sobha City Mall, Thrissur",thrissur,0.7147,479,4.1378,0.555
Thailand Local Tours & Travels,kozhikode,0.7146,129,4.26,0.4375
Ila Gardens,kozhikode,0.7146,27,4.2091,0.2995
Current Books,thrissur,0.7146,277,4.2042,0.5059
RBG Commodities,kochi,0.7145,13,4.2224,0.2372
"MSME - Development & Facilitation Office, Thrissur, Ministry of MSME, Govt.of India",thrissur,0.7145,51,4.2157,0.3552
Soorya Gardens Children's Park,thiruvananthapuram,0.7145,235,4.1431,0.4911
Kozhikode Beach,kozhikode,0.7144,67820,4.4919,1.0
Moorthi COFFEE Bar,thrissur,0.7144,2,4.2195,0.0988
Alleppy backwaters,alappuzha,0.7142,41,4.2243,0.336
National Shrine Basilica of Our Lady of Ransom - Vallarpadam,kochi,0.7141,14507,4.7296,0.8614
Indiavacationz Houseboat,alappuzha,0.7141,4121,4.4081,0.7483
St. Antony's Church Arimbur,thrissur,0.714,297,4.2551,0.5121
National Book Stall,kannur,0.714,36,4.2095,0.3246
God's Holidays,thrissur,0.7139,21,4.2268,0.2779
Namasthe Art Gallery,kochi,0.7139,12,4.2186,0.2306
Church of Garment India,munnar,0.7138,11,4.2213,0.2234
Milma Shoppee,kozhikode,0.7138,9,4.2182,0.207
Qatar Bakery and Restaurant,wayanad,0.7138,617,4.0492,0.5777
Small recreation park,kozhikode,0.7136,3,4.2184,0.1246
Cherukayal Kainakari,alappuzha,0.7136,8,4.2178,0.1975
Pine Beach Vadackal,alappuzha,0.7135,166,4.2249,0.4601
Lassi Corner,thrissur,0.7135,203,4.217,0.478
Super Collection O M G Road,thiruvananthapuram,0.7135,721,3.9753,0.5917
Sunda light,kozhikode,0.7134,0,4.2187,0.0
Ernakulam Shiva Temple,kochi,0.7133,5955,4.6538,0.7813
Mar Thimotheus Church,kozhikode,0.7133,10,4.2201,0.2155
Cochin Devaswom Board Junction,thrissur,0.7133,11,4.2186,0.2234
Muhammed AbduSalam Koya Thoduka,kozhikode,0.7133,1,4.2171,0.0623
Cochin Port Maritime Heritage Museum,kochi,0.7133,198,4.217,0.4758
Alleppey Houseboats ®,alappuzha,0.7132,56,4.2345,0.3634
MeltyWay,kochi,0.7131,807,4.3571,0.6018
"St. George Orthodox Cathedral, Kozhikode",kozhikode,0.7131,189,4.243,0.4717
Upcycled Garden,munnar,0.7131,19,4.2213,0.2693
"Mathaka, Museum of the East",thrissur,0.7131,7,4.2211,0.1869
Durbar Hotel,wayanad,0.7131,217,4.1679,0.484
Eravikulam National Park Story of the Park,munnar,0.713,39,4.2241,0.3316
Thanal Sama Fast Food,kannur,0.713,133,4.2175,0.4403
Wonderla Pharmacy,kochi,0.713,105,4.2078,0.4192
Top Dolls,kochi,0.7129,151,4.2595,0.4516
Rahas Oottupura,kannur,0.7129,9,4.2195,0.207
T&J Associates,thrissur,0.7129,45,4.2139,0.3442
Al Buhari Restaurant,munnar,0.7129,2120,3.9518,0.6885
Thevara Ferry View point,kochi,0.7128,26,4.2172,0.2963
C'sons Hot,thrissur,0.7128,1803,4.0676,0.674
Kowdiar Park,thiruvananthapuram,0.7126,2719,4.2079,0.7109
Hotel Vinod,thrissur,0.7125,20,4.2185,0.2737
Sahara restaurant Thrissur,thrissur,0.7125,10,4.2156,0.2155
Tea tapri,kozhikode,0.7124,0,4.2187,0.0
Swirl - Vivanta Ernakulam,kochi,0.7123,30,4.2199,0.3087
City Corner,kozhikode,0.7123,162,4.1873,0.4579
Ajmeer Restaurant,kannur,0.7122,113,4.1909,0.4257
Tennis Courts,thrissur,0.712,222,4.2368,0.4861
Panamaram Hanging Bridge,wayanad,0.712,84,4.2179,0.3994
Kurumbalakotta sunrise view point,wayanad,0.7119,157,4.2319,0.4551
KMK Chicken Stall,kozhikode,0.7119,1,4.2191,0.0623
Aaryaas Veg Restaurant,thrissur,0.7119,4619,3.7869,0.7585
Mount Carmel Roman Catholic Cathedral,alappuzha,0.7118,1543,4.3847,0.66
Mallans Kitchen,alappuzha,0.7118,1,4.2186,0.0623
AARYANS BAKERY,alappuzha,0.7117,4,4.2192,0.1447
St George Jacobite Syrian Simhasana Church,alappuzha,0.7112,1,4.2186,0.0623
Aquavista Alleppey Houseboat Tours,alappuzha,0.7111,181,4.2752,0.4678
Soni Harilal @ Co Jewellery,thrissur,0.7111,26,4.2249,0.2963
Blue Bells Resorts,munnar,0.7108,1006,4.2794,0.6216
Mohammad Ali Ground,kozhikode,0.7108,92,4.2179,0.4074
Mar Gheevarghese Sahada Chaldean Syrian Church,thrissur,0.7108,11,4.2164,0.2234
"Vembanad Prakruthi, Alapuzha",alappuzha,0.7107,69,4.2214,0.3819
Momo Mafia,alappuzha,0.7107,7,4.219,0.1869
Mulberry Homes - Avenue Blue,thrissur,0.7107,82,4.2101,0.3972
Jewelima Diamonds,thrissur,0.7106,45,4.2271,0.3442
Park Rajadhani,thiruvananthapuram,0.7106,1949,3.9133,0.681
Cutlys കട്ട്ലൈസ് - East Fort,thrissur,0.7105,103,4.2325,0.4175
Happy Weddings,thiruvananthapuram,0.7104,220,4.2466,0.4852
Chirakkal Vazhiyora Visrama Kendram & Train Spotting Point,kannur,0.7104,5,4.2196,0.1611
നീല കുറിഞ്ഞി,munnar,0.7103,34,4.2267,0.3196
Kiddo threads,kozhikode,0.7103,1,4.2191,0.0623
Kudumbasree Mobile Thattukada point,kannur,0.7103,7,4.2183,0.1869
Riverland Cruises,alappuzha,0.7102,1672,4.3012,0.6672
Food land takeaway counter,thrissur,0.7102,16,4.2241,0.2547
Hunger Bay Payyambalam,kannur,0.7102,4,4.2198,0.1447
Naja Mess,wayanad,0.7102,39,4.2145,0.3316
Volga Bar,kochi,0.7102,2596,4.0952,0.7067
Dhaba Chai,alappuzha,0.7101,24,4.2208,0.2893
Aisha Gold,kannur,0.7101,22,4.2109,0.2819
Rossitta Wood Castle,kochi,0.7099,471,4.2532,0.5535
Lifestyle Stores,kozhikode,0.7099,381,4.2477,0.5344
Pillowrocks Homestay,wayanad,0.7099,114,4.2285,0.4265
Best Wishes,kannur,0.7098,7,4.2183,0.1869
Chicking Fried Chicken,thrissur,0.7098,430,4.1092,0.5453
WITHARTE Gallery,kochi,0.7097,108,4.2587,0.4217
St. Joseph Cappella,alappuzha,0.7096,8,4.2182,0.1975
Municipal Townhall Shopping Complex,alappuzha,0.7095,11,4.2148,0.2234
Your Choice Restaurant,kannur,0.7094,340,4.1433,0.5242
Shanti Enterprises,wayanad,0.7093,0,4.2187,0.0
Small Children's Park,thrissur,0.7092,0,4.2187,0.0
Maccoa Family Restaurant,alappuzha,0.7091,66,4.2117,0.378
P R Mathew Park,kochi,0.7089,54,4.2129,0.3602
Jordhania Retreat Center,thrissur,0.7088,33,4.2232,0.317
HASSAN KOYA,kozhikode,0.7087,1,4.2191,0.0623
Calicut Fashion Bazaar,kozhikode,0.7086,2840,4.5011,0.7148
Little Flower,kochi,0.7086,1,4.2191,0.0623
The Gateway Hotel Calicut,kozhikode,0.7086,3972,4.2063,0.7449
Single Tree Munnar,munnar,0.7086,87,4.1804,0.4025
Pallivasal View Point,munnar,0.7083,36,4.2254,0.3246
Infant Jesus Chapel,thrissur,0.7083,13,4.2224,0.2372
Harison Digital Point,thiruvananthapuram,0.7083,0,4.2187,0.0
R.K. Studio And Frames,kozhikode,0.7082,1106,4.2832,0.6301
S H Chicken Center,alappuzha,0.7082,0,4.2187,0.0
alhind Calicut Tower,kozhikode,0.7082,1925,4.0624,0.6799
Papa's n Mama's,kozhikode,0.7082,954,3.9543,0.6168
Lighthouse park,kannur,0.7081,21,4.2195,0.2779
Koithara Park,kochi,0.7081,18,4.2158,0.2647
Green Park,kochi,0.7079,5,4.2191,0.1611
MG Tourism,munnar,0.7078,212,4.2169,0.4819
Saint Antony's Centenary Chapel,kochi,0.7077,14,4.2192,0.2434
Methottuthazham Park,kozhikode,0.7077,75,4.2108,0.3893
Puttum Kattanum,alappuzha,0.7076,4862,4.2763,0.7631
Mar Sleeva Syro Malabar Forane Church പഴവങ്ങാടി Alappuzha,alappuzha,0.7076,83,4.2379,0.3983
Rifas Fragrances,kozhikode,0.7076,5,4.2196,0.1611
Serenity Shopping Complex,kozhikode,0.7075,30,4.2155,0.3087
Hotel De-Bright,kannur,0.7074,17,4.2211,0.2598
Lifestyle Stores,kozhikode,0.7074,758,4.1586,0.5962
Holy Face Pilgrim Centre Church,kochi,0.7073,169,4.2406,0.4617
Thachappally Jewellery,kochi,0.7072,3,4.2194,0.1246
Boat jetty walking street,thrissur,0.7072,0,4.2187,0.0
Westway Hotel,kozhikode,0.7072,1964,4.1103,0.6817
Innu Art Gallery - Paintings & Canvas Prints Online shop,thiruvananthapuram,0.7071,7,4.2183,0.1869
Akkamma Cherian Park,thiruvananthapuram,0.7071,261,4.205,0.5005
KFC,thrissur,0.7071,7788,4.2038,0.8055
Forest Horticulture,munnar,0.707,577,4.2145,0.5717
Kerala State Ration Store,thiruvananthapuram,0.7069,2,4.2185,0.0988
Fresh & Line Food Court,kochi,0.7067,0,4.2187,0.0
Hycinth Hotels,thiruvananthapuram,0.7063,17708,4.5613,0.8793
Sasiyettante Kada,thrissur,0.7062,99,4.2272,0.414
St Francis Boys Home,kochi,0.7062,30,4.2184,0.3087
"St. Mary's Chapel, Kazhuthumuttu",kochi,0.7062,29,4.2156,0.3057
Cochin Bakers,kochi,0.7062,675,4.214,0.5857
Nezer Mandi,kannur,0.7062,67,4.1857,0.3793
Sree Daivatthaareeswaran Kappattu Kavu,kannur,0.7061,139,4.25,0.4442
Akbar Arts,kochi,0.7061,12,4.2216,0.2306
Crafters Furniture Warehouse,kochi,0.706,6,4.2204,0.1749
Ammus Restaurant,alappuzha,0.706,149,4.1966,0.4504
Sree Kanda badra bagavathi kavu,wayanad,0.7059,5,4.2206,0.1611
Theeram Bliss Park,kozhikode,0.7059,54,4.2182,0.3602
Children Park Mattancherry,kochi,0.7059,12,4.2144,0.2306
St. Thomas Orthodox Church,kannur,0.7059,41,4.2143,0.336
Patanjali,kozhikode,0.7059,9,4.2137,0.207
"KEPCO fresh Chicken, MPI , ABAD FISH ( since 2009), id milk, malanadu milk, milma products",thiruvananthapuram,0.7059,107,4.1923,0.4209
"Holy Spirit Church, Vallarpadam",kochi,0.7058,32,4.2278,0.3143
St. Paul's Church,kozhikode,0.7058,15,4.2208,0.2492
ആറാട്ടുകുളം,thrissur,0.7057,4,4.2172,0.1447
GCDA Children's Park,kochi,0.7057,28,4.2074,0.3027
BAY LEAF RESTAURANT,thrissur,0.7055,298,4.1644,0.5124
Thabakath Cafeteria,kozhikode,0.7054,3,4.2173,0.1246
Kayal Kurishady Church,alappuzha,0.7053,12,4.2198,0.2306
Hotel manna,wayanad,0.7053,4,4.2182,0.1447
Vivin Luxury Suites,thiruvananthapuram,0.7053,1437,4.2109,0.6536
Cherakkallu,kannur,0.7052,85,4.2383,0.4004
St Mary's Kurishadi(Jacobite syrian),thiruvananthapuram,0.7052,1,4.2186,0.0623
Sonnetta Homestay Fort Kochi,kochi,0.7052,127,4.2176,0.4362
Safeway- Paint Dealers In Kozhikode Asian Paints Dealer Calicut,kozhikode,0.7052,63,4.209,0.3738
Bispage Digital Marketing,thrissur,0.7051,29,4.2284,0.3057
COPT Park,kochi,0.7051,28,4.2198,0.3027
UNIVERSAL,kozhikode,0.705,1,4.2171,0.0623
Alleppey Boat House | Alappuzha | Alleppey Houseboat | Kerala,alappuzha,0.7049,99,4.2414,0.414
